Date,Team,Season,Opp,R,RA,W/L,Rank
"Saturday, Jun 6",DET,2015,CHW,7.0,1.0,W,3.0
"Sunday, Jun 7",DET,2015,CHW,6.0,4.0,W,3.0
"Tuesday, Jun 9",DET,2015,CHC,6.0,0.0,W,3.0
"Wednesday, Jun 10",DET,2015,CHC,3.0,12.0,L,3.0
"Friday, Jun 12",DET,2015,CLE,4.0,0.0,W,3.0
"Saturday, Jun 13",DET,2015,CLE,4.0,5.0,L,3.0
"Sunday, Jun 14",DET,2015,CLE,8.0,1.0,W,3.0
"Monday, Jun 15",DET,2015,CIN,6.0,0.0,W,3.0
"Tuesday, Jun 16",DET,2015,CIN,2.0,5.0,L,3.0
"Wednesday, Jun 17",DET,2015,CIN,4.0,8.0,L-wo,3.0
"Friday, Jun 19",DET,2015,NYY,2.0,7.0,L,3.0
"Saturday, Jun 20",DET,2015,NYY,3.0,14.0,L,3.0
"Sunday, Jun 21",DET,2015,NYY,12.0,4.0,W,3.0
"Monday, Jun 22",DET,2015,CLE,8.0,5.0,W,3.0
"Tuesday, Jun 23",DET,2015,CLE,7.0,3.0,W,3.0
"Wednesday, Jun 24",DET,2015,CLE,2.0,8.0,L,3.0
"Thursday, Jun 25",DET,2015,CHW,7.0,8.0,L,3.0
"Friday, Jun 26",DET,2015,CHW,5.0,4.0,W,3.0
"Sunday, Jun 28",DET,2015,CHW,5.0,4.0,W-wo,3.0
"Tuesday, Jun 30",DET,2015,PIT,4.0,5.0,L,3.0
"Wednesday, Jul 1",DET,2015,PIT,3.0,9.0,L,3.0
"Thursday, Jul 2",DET,2015,PIT,4.0,8.0,L,3.0
"Friday, Jul 3",DET,2015,TOR,8.0,6.0,W,3.0
"Saturday, Jul 4",DET,2015,TOR,8.0,3.0,W,3.0
"Sunday, Jul 5",DET,2015,TOR,5.0,10.0,L,3.0
"Monday, Jul 6",DET,2015,SEA,12.0,5.0,W,3.0
"Tuesday, Jul 7",DET,2015,SEA,6.0,7.0,L-wo,3.0
"Wednesday, Jul 8",DET,2015,SEA,5.0,4.0,W,3.0
"Thursday, Jul 9",DET,2015,MIN,4.0,2.0,W,3.0
"Friday, Jul 10",DET,2015,MIN,6.0,8.0,L-wo,3.0
"Saturday, Jul 11",DET,2015,MIN,5.0,9.0,L,3.0
"Sunday, Jul 12",DET,2015,MIN,1.0,7.0,L,3.0
"Friday, Jul 17",DET,2015,BAL,7.0,3.0,W,3.0
"Saturday, Jul 18",DET,2015,BAL,0.0,3.0,L,3.0
"Sunday, Jul 19",DET,2015,BAL,3.0,9.0,L,3.0
"Monday, Jul 20",DET,2015,SEA,5.0,4.0,W,3.0
"Tuesday, Jul 21",DET,2015,SEA,9.0,11.0,L,3.0
"Wednesday, Jul 22",DET,2015,SEA,9.0,4.0,W,3.0
"Thursday, Jul 23",DET,2015,SEA,2.0,3.0,L,3.0
"Friday, Jul 24",DET,2015,BOS,1.0,2.0,L-wo,3.0
"Saturday, Jul 25",DET,2015,BOS,5.0,1.0,W,3.0
"Sunday, Jul 26",DET,2015,BOS,1.0,11.0,L,3.0
"Monday, Jul 27",DET,2015,TBR,2.0,5.0,L,3.0
"Tuesday, Jul 28",DET,2015,TBR,2.0,10.0,L,4.0
"Wednesday, Jul 29",DET,2015,TBR,2.0,1.0,W,4.0
"Thursday, Jul 30",DET,2015,BAL,9.0,8.0,W,3.0
"Friday, Jul 31",DET,2015,BAL,7.0,8.0,L,3.0
"Saturday, Aug 1",DET,2015,BAL,2.0,6.0,L,4.0
"Sunday, Aug 2",DET,2015,BAL,6.0,1.0,W,3.0
"Tuesday, Aug 4",DET,2015,KCR,1.0,5.0,L,3.0
"Wednesday, Aug 5",DET,2015,KCR,2.0,1.0,W,3.0
"Thursday, Aug 6",DET,2015,KCR,8.0,6.0,W-wo,3.0
"Friday, Aug 7",DET,2015,BOS,2.0,7.0,L,3.0
"Saturday, Aug 8",DET,2015,BOS,7.0,6.0,W,3.0
"Sunday, Aug 9",DET,2015,BOS,2.0,7.0,L,3.0
"Monday, Aug 10",DET,2015,KCR,0.0,4.0,L,3.0
"Tuesday, Aug 11",DET,2015,KCR,1.0,6.0,L,3.0
"Wednesday, Aug 12",DET,2015,KCR,7.0,4.0,W,3.0
"Friday, Aug 14",DET,2015,HOU,1.0,5.0,L,3.0
"Saturday, Aug 15",DET,2015,HOU,4.0,2.0,W,3.0
"Sunday, Aug 16",DET,2015,HOU,5.0,6.0,L-wo,3.0
"Tuesday, Aug 18",DET,2015,CHC,10.0,8.0,W,3.0
"Wednesday, Aug 19",DET,2015,CHC,15.0,8.0,W,3.0
"Thursday, Aug 20",DET,2015,TEX,4.0,0.0,W,3.0
"Friday, Aug 21",DET,2015,TEX,0.0,2.0,L,3.0
"Saturday, Aug 22",DET,2015,TEX,3.0,5.0,L,3.0
"Sunday, Aug 23",DET,2015,TEX,2.0,4.0,L,3.0
"Monday, Aug 24",DET,2015,CIN,5.0,12.0,L,3.0
"Tuesday, Aug 25",DET,2015,LAA,7.0,8.0,L,4.0
"Wednesday, Aug 26",DET,2015,LAA,5.0,0.0,W,3.0
"Thursday, Aug 27",DET,2015,LAA,0.0,2.0,L,5.0
"Friday, Aug 28",DET,2015,TOR,3.0,5.0,L,5.0
"Saturday, Aug 29",DET,2015,TOR,1.0,15.0,L,5.0
"Sunday, Aug 30",DET,2015,TOR,2.0,9.0,L,5.0
"Tuesday, Sep 1",DET,2015,KCR,6.0,5.0,W,5.0
"Wednesday, Sep 2",DET,2015,KCR,1.0,12.0,L,5.0
"Thursday, Sep 3",DET,2015,KCR,7.0,15.0,L,5.0
"Friday, Sep 4",DET,2015,CLE,1.0,8.0,L,5.0
"Saturday, Sep 5",DET,2015,CLE,6.0,0.0,W,5.0
"Sunday, Sep 6",DET,2015,CLE,0.0,4.0,L,5.0
"Monday, Sep 7",DET,2015,TBR,5.0,4.0,W,5.0
"Tuesday, Sep 8",DET,2015,TBR,8.0,7.0,W-wo,5.0
"Wednesday, Sep 9",DET,2015,TBR,0.0,8.0,L,5.0
"Thursday, Sep 10",DET,2015,CLE,5.0,7.0,L,5.0
"Sunday, Sep 13 (1)",DET,2015,CLE,2.0,7.0,L,5.0
"Sunday, Sep 13 (2)",DET,2015,CLE,9.0,2.0,W,5.0
"Monday, Sep 14",DET,2015,MIN,1.0,7.0,L,5.0
"Tuesday, Sep 15",DET,2015,MIN,5.0,4.0,W,5.0
"Wednesday, Sep 16",DET,2015,MIN,7.0,4.0,W,5.0
"Friday, Sep 18",DET,2015,KCR,5.0,4.0,W-wo,5.0
"Saturday, Sep 19",DET,2015,KCR,6.0,5.0,W-wo,5.0
"Sunday, Sep 20",DET,2015,KCR,3.0,10.0,L,5.0
"Monday, Sep 21 (1)",DET,2015,CHW,0.0,2.0,L,5.0
"Monday, Sep 21 (2)",DET,2015,CHW,2.0,3.0,L,5.0
"Tuesday, Sep 22",DET,2015,CHW,2.0,1.0,W-wo,5.0
"Wednesday, Sep 23",DET,2015,CHW,7.0,4.0,W,5.0
"Friday, Sep 25",DET,2015,MIN,6.0,4.0,W,5.0
"Saturday, Sep 26",DET,2015,MIN,2.0,6.0,L,5.0
"Sunday, Sep 27",DET,2015,MIN,1.0,7.0,L,5.0
"Monday, Sep 28",DET,2015,TEX,7.0,4.0,W,4.0
"Tuesday, Sep 29",DET,2015,TEX,6.0,7.0,L,5.0
"Wednesday, Sep 30",DET,2015,TEX,2.0,6.0,L,5.0
"Friday, Oct 2",DET,2015,CHW,1.0,2.0,L,5.0
"Saturday, Oct 3",DET,2015,CHW,3.0,4.0,L-wo,5.0
"Sunday, Oct 4",DET,2015,CHW,6.0,0.0,W,5.0
"Monday, Apr 6",NYY,2015,TOR,1.0,6.0,L,4.0
"Wednesday, Apr 8",NYY,2015,TOR,4.0,3.0,W,2.0
"Thursday, Apr 9",NYY,2015,TOR,3.0,6.0,L,4.0
"Friday, Apr 10",NYY,2015,BOS,5.0,6.0,L,4.0
"Saturday, Apr 11",NYY,2015,BOS,4.0,8.0,L,5.0
"Sunday, Apr 12",NYY,2015,BOS,14.0,4.0,W,5.0
"Monday, Apr 13",NYY,2015,BAL,6.0,5.0,W,4.0
"Tuesday, Apr 14",NYY,2015,BAL,3.0,4.0,L,5.0
"Wednesday, Apr 15",NYY,2015,BAL,5.0,7.0,L,5.0
"Friday, Apr 17",NYY,2015,TBR,5.0,4.0,W,5.0
"Saturday, Apr 18",NYY,2015,TBR,9.0,0.0,W,5.0
"Sunday, Apr 19",NYY,2015,TBR,5.0,3.0,W,3.0
"Monday, Apr 20",NYY,2015,DET,1.0,2.0,L,3.0
"Tuesday, Apr 21",NYY,2015,DET,5.0,2.0,W,2.0
"Wednesday, Apr 22",NYY,2015,DET,13.0,4.0,W,2.0
"Thursday, Apr 23",NYY,2015,DET,2.0,1.0,W,1.0
"Friday, Apr 24",NYY,2015,NYM,6.0,1.0,W,1.0
"Saturday, Apr 25",NYY,2015,NYM,2.0,8.0,L,1.0
"Sunday, Apr 26",NYY,2015,NYM,6.0,4.0,W,1.0
"Monday, Apr 27",NYY,2015,TBR,4.0,1.0,W,1.0
"Tuesday, Apr 28",NYY,2015,TBR,4.0,2.0,W,1.0
"Wednesday, Apr 29",NYY,2015,TBR,2.0,3.0,L,1.0
"Friday, May 1",NYY,2015,BOS,3.0,2.0,W,1.0
"Saturday, May 2",NYY,2015,BOS,4.0,2.0,W,1.0
"Sunday, May 3",NYY,2015,BOS,8.0,5.0,W,1.0
"Monday, May 4",NYY,2015,TOR,1.0,3.0,L,1.0
"Tuesday, May 5",NYY,2015,TOR,6.0,3.0,W,1.0
"Wednesday, May 6",NYY,2015,TOR,1.0,5.0,L,1.0
"Thursday, May 7",NYY,2015,BAL,4.0,3.0,W,1.0
"Friday, May 8",NYY,2015,BAL,5.0,4.0,W,1.0
"Saturday, May 9",NYY,2015,BAL,2.0,6.0,L,1.0
"Sunday, May 10",NYY,2015,BAL,6.0,2.0,W,1.0
"Monday, May 11",NYY,2015,TBR,11.0,5.0,W,1.0
"Tuesday, May 12",NYY,2015,TBR,2.0,4.0,L,1.0
"Wednesday, May 13",NYY,2015,TBR,2.0,3.0,L,1.0
"Thursday, May 14",NYY,2015,TBR,1.0,6.0,L,1.0
"Friday, May 15",NYY,2015,KCR,1.0,12.0,L,1.0
"Saturday, May 16",NYY,2015,KCR,5.0,1.0,W,1.0
"Sunday, May 17",NYY,2015,KCR,0.0,6.0,L,1.0
"Tuesday, May 19",NYY,2015,WSN,6.0,8.0,L-wo,1.0
"Wednesday, May 20",NYY,2015,WSN,2.0,3.0,L,1.0
"Friday, May 22",NYY,2015,TEX,9.0,10.0,L,2.0
"Saturday, May 23",NYY,2015,TEX,4.0,15.0,L,2.0
"Sunday, May 24",NYY,2015,TEX,2.0,5.0,L,2.0
"Monday, May 25",NYY,2015,KCR,14.0,1.0,W,2.0
"Tuesday, May 26",NYY,2015,KCR,5.0,1.0,W,1.0
"Wednesday, May 27",NYY,2015,KCR,4.0,2.0,W,1.0
"Thursday, May 28",NYY,2015,OAK,4.0,5.0,L,1.0
"Friday, May 29",NYY,2015,OAK,2.0,6.0,L,1.0
"Saturday, May 30",NYY,2015,OAK,5.0,3.0,W,1.0
"Sunday, May 31",NYY,2015,OAK,0.0,3.0,L,1.0
"Monday, Jun 1",NYY,2015,SEA,7.0,2.0,W,1.0
"Tuesday, Jun 2",NYY,2015,SEA,5.0,3.0,W,1.0
"Wednesday, Jun 3",NYY,2015,SEA,3.0,1.0,W,1.0
"Friday, Jun 5",NYY,2015,LAA,8.0,7.0,W,1.0
"Saturday, Jun 6",NYY,2015,LAA,8.0,2.0,W,1.0
"Sunday, Jun 7",NYY,2015,LAA,6.0,2.0,W,1.0
"Tuesday, Jun 9",NYY,2015,WSN,6.0,1.0,W,1.0
"Wednesday, Jun 10",NYY,2015,WSN,4.0,5.0,L,1.0
"Friday, Jun 12",NYY,2015,BAL,3.0,11.0,L,1.0
"Saturday, Jun 13",NYY,2015,BAL,4.0,9.0,L,1.0
"Sunday, Jun 14",NYY,2015,BAL,5.0,3.0,W,1.0
"Monday, Jun 15",NYY,2015,MIA,1.0,2.0,L,2.0
"Tuesday, Jun 16",NYY,2015,MIA,2.0,12.0,L,2.0
"Wednesday, Jun 17",NYY,2015,MIA,2.0,1.0,W,2.0
"Thursday, Jun 18",NYY,2015,MIA,9.0,4.0,W,2.0
"Friday, Jun 19",NYY,2015,DET,7.0,2.0,W,2.0
"Saturday, Jun 20",NYY,2015,DET,14.0,3.0,W,2.0
"Sunday, Jun 21",NYY,2015,DET,4.0,12.0,L,2.0
"Monday, Jun 22",NYY,2015,PHI,8.0,11.0,L,2.0
"Tuesday, Jun 23",NYY,2015,PHI,6.0,11.0,L,2.0
"Wednesday, Jun 24",NYY,2015,PHI,10.0,2.0,W,2.0
"Thursday, Jun 25",NYY,2015,HOU,0.0,4.0,L,2.0
"Friday, Jun 26",NYY,2015,HOU,3.0,2.0,W,2.0
"Saturday, Jun 27",NYY,2015,HOU,9.0,6.0,W,2.0
"Sunday, Jun 28",NYY,2015,HOU,1.0,3.0,L,3.0
"Monday, Jun 29",NYY,2015,LAA,1.0,4.0,L,3.0
"Tuesday, Jun 30",NYY,2015,LAA,1.0,2.0,L,3.0
"Wednesday, Jul 1",NYY,2015,LAA,3.0,1.0,W,2.0
"Friday, Jul 3",NYY,2015,TBR,7.0,5.0,W-wo,1.0
"Saturday, Jul 4",NYY,2015,TBR,3.0,2.0,W-wo,1.0
"Sunday, Jul 5",NYY,2015,TBR,1.0,8.0,L,1.0
"Tuesday, Jul 7",NYY,2015,OAK,3.0,4.0,L,1.0
"Wednesday, Jul 8",NYY,2015,OAK,5.0,4.0,W,1.0
"Thursday, Jul 9",NYY,2015,OAK,6.0,2.0,W,1.0
"Friday, Jul 10",NYY,2015,BOS,5.0,1.0,W,1.0
"Saturday, Jul 11",NYY,2015,BOS,3.0,5.0,L,1.0
"Sunday, Jul 12",NYY,2015,BOS,8.0,6.0,W,1.0
"Friday, Jul 17",NYY,2015,SEA,4.0,3.0,W,1.0
"Saturday, Jul 18",NYY,2015,SEA,3.0,4.0,L,1.0
"Sunday, Jul 19",NYY,2015,SEA,2.0,1.0,W,1.0
"Tuesday, Jul 21",NYY,2015,BAL,3.0,2.0,W,1.0
"Wednesday, Jul 22",NYY,2015,BAL,4.0,3.0,W,1.0
"Thursday, Jul 23",NYY,2015,BAL,9.0,3.0,W,1.0
"Friday, Jul 24",NYY,2015,MIN,1.0,10.0,L,1.0
"Saturday, Jul 25",NYY,2015,MIN,8.0,5.0,W,1.0
"Sunday, Jul 26",NYY,2015,MIN,7.0,2.0,W,1.0
"Monday, Jul 27",NYY,2015,TEX,6.0,2.0,W,1.0
"Tuesday, Jul 28",NYY,2015,TEX,21.0,5.0,W,1.0
"Wednesday, Jul 29",NYY,2015,TEX,2.0,5.0,L,1.0
"Thursday, Jul 30",NYY,2015,TEX,6.0,7.0,L-wo,1.0
"Friday, Jul 31",NYY,2015,CHW,13.0,6.0,W,1.0
"Saturday, Aug 1",NYY,2015,CHW,2.0,8.0,L,1.0
"Sunday, Aug 2",NYY,2015,CHW,12.0,3.0,W,1.0
"Tuesday, Aug 4",NYY,2015,BOS,13.0,3.0,W,1.0
"Wednesday, Aug 5",NYY,2015,BOS,1.0,2.0,L,1.0
"Thursday, Aug 6",NYY,2015,BOS,2.0,1.0,W,1.0
"Friday, Aug 7",NYY,2015,TOR,1.0,2.0,L,1.0
"Saturday, Aug 8",NYY,2015,TOR,0.0,6.0,L,1.0
"Sunday, Aug 9",NYY,2015,TOR,0.0,2.0,L,1.0
"Tuesday, Aug 11",NYY,2015,CLE,4.0,5.0,L-wo,1.0
"Wednesday, Aug 12",NYY,2015,CLE,1.0,2.0,L,2.0
"Thursday, Aug 13",NYY,2015,CLE,8.0,6.0,W,2.0
"Friday, Aug 14",NYY,2015,TOR,4.0,3.0,W,1.0
"Saturday, Aug 15",NYY,2015,TOR,4.0,1.0,W,1.0
"Sunday, Aug 16",NYY,2015,TOR,1.0,3.0,L,1.0
"Monday, Aug 17",NYY,2015,MIN,8.0,7.0,W-wo,1.0
"Tuesday, Aug 18",NYY,2015,MIN,8.0,4.0,W,1.0
"Wednesday, Aug 19",NYY,2015,MIN,4.0,3.0,W,1.0
"Thursday, Aug 20",NYY,2015,CLE,2.0,3.0,L,1.0
"Friday, Aug 21",NYY,2015,CLE,3.0,7.0,L,1.0
"Saturday, Aug 22",NYY,2015,CLE,6.0,2.0,W,1.0
"Sunday, Aug 23",NYY,2015,CLE,3.0,4.0,L,2.0
"Monday, Aug 24",NYY,2015,HOU,1.0,0.0,W-wo,1.0
"Tuesday, Aug 25",NYY,2015,HOU,1.0,15.0,L,2.0
"Wednesday, Aug 26",NYY,2015,HOU,2.0,6.0,L,2.0
"Friday, Aug 28",NYY,2015,ATL,15.0,4.0,W,2.0
"Saturday, Aug 29",NYY,2015,ATL,3.0,1.0,W,2.0
"Sunday, Aug 30",NYY,2015,ATL,20.0,6.0,W,2.0
"Monday, Aug 31",NYY,2015,BOS,3.0,4.0,L,2.0
"Tuesday, Sep 1",NYY,2015,BOS,3.0,1.0,W,2.0
"Wednesday, Sep 2",NYY,2015,BOS,13.0,8.0,W,2.0
"Friday, Sep 4",NYY,2015,TBR,5.0,2.0,W,2.0
"Saturday, Sep 5",NYY,2015,TBR,2.0,3.0,L,2.0
"Sunday, Sep 6",NYY,2015,TBR,6.0,4.0,W,2.0
"Monday, Sep 7",NYY,2015,BAL,8.0,6.0,W,2.0
"Tuesday, Sep 8",NYY,2015,BAL,1.0,2.0,L,2.0
"Wednesday, Sep 9",NYY,2015,BAL,3.0,5.0,L,2.0
"Friday, Sep 11",NYY,2015,TOR,5.0,11.0,L,2.0
"Saturday, Sep 12 (1)",NYY,2015,TOR,5.0,9.0,L,2.0
"Saturday, Sep 12 (2)",NYY,2015,TOR,7.0,10.0,L,2.0
"Sunday, Sep 13",NYY,2015,TOR,5.0,0.0,W,2.0
"Monday, Sep 14",NYY,2015,TBR,4.0,1.0,W,2.0
"Tuesday, Sep 15",NYY,2015,TBR,3.0,6.0,L,2.0
"Wednesday, Sep 16",NYY,2015,TBR,3.0,1.0,W,2.0
"Friday, Sep 18",NYY,2015,NYM,1.0,5.0,L,2.0
"Saturday, Sep 19",NYY,2015,NYM,5.0,0.0,W,2.0
"Sunday, Sep 20",NYY,2015,NYM,11.0,2.0,W,2.0
"Monday, Sep 21",NYY,2015,TOR,2.0,4.0,L,2.0
"Tuesday, Sep 22",NYY,2015,TOR,6.0,4.0,W,2.0
"Wednesday, Sep 23",NYY,2015,TOR,0.0,4.0,L,2.0
"Thursday, Sep 24",NYY,2015,CHW,3.0,2.0,W,2.0
"Friday, Sep 25",NYY,2015,CHW,2.0,5.0,L,2.0
"Saturday, Sep 26",NYY,2015,CHW,2.0,1.0,W,2.0
"Sunday, Sep 27",NYY,2015,CHW,6.0,1.0,W,2.0
"Monday, Sep 28",NYY,2015,BOS,1.0,5.0,L,2.0
"Tuesday, Sep 29",NYY,2015,BOS,4.0,10.0,L,2.0
"Wednesday, Sep 30",NYY,2015,BOS,5.0,9.0,L,2.0
"Thursday, Oct 1",NYY,2015,BOS,4.0,1.0,W,2.0
"Saturday, Oct 3 (1)",NYY,2015,BAL,2.0,9.0,L,2.0
"Saturday, Oct 3 (2)",NYY,2015,BAL,3.0,4.0,L,2.0
"Sunday, Oct 4",NYY,2015,BAL,4.0,9.0,L,2.0
"Monday, Apr 6",LAD,2015,SDP,6.0,3.0,W,1.0
"Tuesday, Apr 7",LAD,2015,SDP,3.0,7.0,L,2.0
"Wednesday, Apr 8",LAD,2015,SDP,7.0,4.0,W,2.0
"Friday, Apr 10",LAD,2015,ARI,3.0,4.0,L-wo,3.0
"Saturday, Apr 11",LAD,2015,ARI,0.0,6.0,L,5.0
"Sunday, Apr 12",LAD,2015,ARI,7.0,4.0,W,3.0
"Monday, Apr 13",LAD,2015,SEA,6.0,5.0,W-wo,2.0
"Tuesday, Apr 14",LAD,2015,SEA,6.0,5.0,W-wo,2.0
"Wednesday, Apr 15",LAD,2015,SEA,5.0,2.0,W,2.0
"Friday, Apr 17",LAD,2015,COL,7.0,3.0,W,1.0
"Saturday, Apr 18",LAD,2015,COL,6.0,3.0,W,1.0
"Sunday, Apr 19",LAD,2015,COL,7.0,0.0,W,1.0
"Tuesday, Apr 21",LAD,2015,SFG,2.0,6.0,L,1.0
"Wednesday, Apr 22",LAD,2015,SFG,2.0,3.0,L-wo,1.0
"Thursday, Apr 23",LAD,2015,SFG,2.0,3.0,L-wo,1.0
"Friday, Apr 24",LAD,2015,SDP,3.0,0.0,W,1.0
"Saturday, Apr 25",LAD,2015,SDP,11.0,8.0,W,1.0
"Sunday, Apr 26",LAD,2015,SDP,1.0,3.0,L,1.0
"Monday, Apr 27",LAD,2015,SFG,8.0,3.0,W,1.0
"Tuesday, Apr 28",LAD,2015,SFG,1.0,2.0,L,1.0
"Wednesday, Apr 29",LAD,2015,SFG,7.0,3.0,W,1.0
"Friday, May 1",LAD,2015,ARI,8.0,0.0,W,1.0
"Saturday, May 2",LAD,2015,ARI,6.0,4.0,W,1.0
"Sunday, May 3",LAD,2015,ARI,1.0,0.0,W-wo,1.0
"Monday, May 4",LAD,2015,MIL,3.0,4.0,L,1.0
"Tuesday, May 5",LAD,2015,MIL,8.0,2.0,W,1.0
"Wednesday, May 6",LAD,2015,MIL,3.0,6.0,L,1.0
"Thursday, May 7",LAD,2015,MIL,14.0,4.0,W,1.0
"Friday, May 8",LAD,2015,COL,2.0,1.0,W,1.0
"Sunday, May 10",LAD,2015,COL,9.0,5.0,W,1.0
"Monday, May 11",LAD,2015,MIA,5.0,3.0,W-wo,1.0
"Tuesday, May 12",LAD,2015,MIA,11.0,1.0,W,1.0
"Wednesday, May 13",LAD,2015,MIA,4.0,5.0,L,1.0
"Thursday, May 14",LAD,2015,COL,4.0,5.0,L,1.0
"Friday, May 15",LAD,2015,COL,6.0,4.0,W,1.0
"Saturday, May 16",LAD,2015,COL,1.0,7.0,L,1.0
"Sunday, May 17",LAD,2015,COL,1.0,0.0,W,1.0
"Tuesday, May 19",LAD,2015,SFG,0.0,2.0,L,1.0
"Wednesday, May 20",LAD,2015,SFG,0.0,4.0,L,1.0
"Thursday, May 21",LAD,2015,SFG,0.0,4.0,L,1.0
"Friday, May 22",LAD,2015,SDP,2.0,1.0,W,1.0
"Saturday, May 23",LAD,2015,SDP,2.0,0.0,W,1.0
"Sunday, May 24",LAD,2015,SDP,3.0,11.0,L,1.0
"Monday, May 25",LAD,2015,ATL,6.0,3.0,W,1.0
"Tuesday, May 26",LAD,2015,ATL,8.0,0.0,W,1.0
"Wednesday, May 27",LAD,2015,ATL,2.0,3.0,L,1.0
"Friday, May 29",LAD,2015,STL,0.0,3.0,L,2.0
"Saturday, May 30",LAD,2015,STL,5.0,1.0,W,1.0
"Sunday, May 31",LAD,2015,STL,1.0,3.0,L,1.0
"Monday, Jun 1",LAD,2015,COL,11.0,4.0,W,1.0
"Tuesday, Jun 2 (1)",LAD,2015,COL,3.0,6.0,L,1.0
"Tuesday, Jun 2 (2)",LAD,2015,COL,9.0,8.0,W,1.0
"Wednesday, Jun 3",LAD,2015,COL,6.0,7.0,L-wo,1.0
"Thursday, Jun 4",LAD,2015,STL,1.0,7.0,L,1.0
"Friday, Jun 5",LAD,2015,STL,1.0,2.0,L,1.0
"Saturday, Jun 6",LAD,2015,STL,2.0,0.0,W,1.0
"Sunday, Jun 7",LAD,2015,STL,2.0,4.0,L,1.0
"Monday, Jun 8",LAD,2015,ARI,9.0,3.0,W,1.0
"Tuesday, Jun 9",LAD,2015,ARI,3.0,1.0,W,1.0
"Wednesday, Jun 10",LAD,2015,ARI,7.0,6.0,W-wo,1.0
"Friday, Jun 12",LAD,2015,SDP,4.0,3.0,W,1.0
"Saturday, Jun 13",LAD,2015,SDP,1.0,2.0,L,1.0
"Sunday, Jun 14",LAD,2015,SDP,4.0,2.0,W,1.0
"Monday, Jun 15",LAD,2015,TEX,1.0,4.0,L,1.0
"Tuesday, Jun 16",LAD,2015,TEX,2.0,3.0,L-wo,1.0
"Wednesday, Jun 17",LAD,2015,TEX,3.0,5.0,L,1.0
"Thursday, Jun 18",LAD,2015,TEX,1.0,0.0,W-wo,1.0
"Friday, Jun 19",LAD,2015,SFG,5.0,9.0,L,1.0
"Saturday, Jun 20",LAD,2015,SFG,2.0,6.0,L,1.0
"Sunday, Jun 21",LAD,2015,SFG,10.0,2.0,W,1.0
"Monday, Jun 22",LAD,2015,CHC,2.0,4.0,L,1.0
"Tuesday, Jun 23",LAD,2015,CHC,0.0,1.0,L-wo,1.0
"Wednesday, Jun 24",LAD,2015,CHC,5.0,2.0,W,1.0
"Thursday, Jun 25",LAD,2015,CHC,4.0,0.0,W,1.0
"Friday, Jun 26",LAD,2015,MIA,7.0,1.0,W,1.0
"Saturday, Jun 27",LAD,2015,MIA,2.0,3.0,L,1.0
"Sunday, Jun 28",LAD,2015,MIA,2.0,0.0,W,1.0
"Monday, Jun 29",LAD,2015,ARI,6.0,10.0,L,1.0
"Tuesday, Jun 30",LAD,2015,ARI,6.0,4.0,W,1.0
"Wednesday, Jul 1",LAD,2015,ARI,4.0,3.0,W,1.0
"Friday, Jul 3",LAD,2015,NYM,1.0,2.0,L,1.0
"Saturday, Jul 4",LAD,2015,NYM,4.0,3.0,W,1.0
"Sunday, Jul 5",LAD,2015,NYM,0.0,8.0,L,1.0
"Monday, Jul 6",LAD,2015,PHI,10.0,7.0,W,1.0
"Tuesday, Jul 7",LAD,2015,PHI,2.0,7.0,L,1.0
"Wednesday, Jul 8",LAD,2015,PHI,5.0,0.0,W,1.0
"Thursday, Jul 9",LAD,2015,PHI,6.0,0.0,W,1.0
"Friday, Jul 10",LAD,2015,MIL,3.0,2.0,W,1.0
"Saturday, Jul 11",LAD,2015,MIL,1.0,7.0,L,1.0
"Sunday, Jul 12",LAD,2015,MIL,4.0,3.0,W,1.0
"Friday, Jul 17",LAD,2015,WSN,3.0,5.0,L,1.0
"Saturday, Jul 18",LAD,2015,WSN,4.0,2.0,W,1.0
"Sunday, Jul 19",LAD,2015,WSN,5.0,0.0,W,1.0
"Monday, Jul 20",LAD,2015,ATL,5.0,7.0,L,1.0
"Tuesday, Jul 21",LAD,2015,ATL,3.0,4.0,L,1.0
"Wednesday, Jul 22",LAD,2015,ATL,3.0,1.0,W,1.0
"Thursday, Jul 23",LAD,2015,NYM,3.0,0.0,W,1.0
"Friday, Jul 24",LAD,2015,NYM,7.0,2.0,W,1.0
"Saturday, Jul 25",LAD,2015,NYM,2.0,15.0,L,1.0
"Sunday, Jul 26",LAD,2015,NYM,2.0,3.0,L-wo,1.0
"Tuesday, Jul 28",LAD,2015,OAK,0.0,2.0,L,1.0
"Wednesday, Jul 29",LAD,2015,OAK,10.0,7.0,W,1.0
"Friday, Jul 31",LAD,2015,LAA,5.0,3.0,W,1.0
"Saturday, Aug 1",LAD,2015,LAA,3.0,1.0,W,1.0
"Sunday, Aug 2",LAD,2015,LAA,5.0,3.0,W-wo,1.0
"Tuesday, Aug 4",LAD,2015,PHI,2.0,6.0,L,1.0
"Wednesday, Aug 5",LAD,2015,PHI,4.0,3.0,W,1.0
"Thursday, Aug 6",LAD,2015,PHI,10.0,8.0,W,1.0
"Friday, Aug 7",LAD,2015,PIT,4.0,5.0,L-wo,1.0
"Saturday, Aug 8",LAD,2015,PIT,5.0,6.0,L,1.0
"Sunday, Aug 9",LAD,2015,PIT,6.0,13.0,L,1.0
"Monday, Aug 10",LAD,2015,WSN,3.0,8.0,L,1.0
"Tuesday, Aug 11",LAD,2015,WSN,5.0,0.0,W,1.0
